treat_id,AUC,Cell,Drug,Timepoint,Method,measured_by,drug_id,cell_type1,cell_type2
LN-18_PANOBINOSTAT_72h_Trypan Blue_AM,1.421291075157984,LN-18,PANOBINOSTAT,72h,Trypan Blue,AM,PANOBINOSTAT_72h_Trypan Blue_AM,solid,Glioblastoma
SH-SY5Y_VOLASERTIB_72h_Resazurin_SM,1.674193773081986,SH-SY5Y,VOLASERTIB,72h,Resazurin,SM,VOLASERTIB_72h_Resazurin_SM,solid,Neuroblastoma
SK-BR-3_RUXOLITINIB_72h_XTT_LT,1.001135264094793,SK-BR-3,RUXOLITINIB,72h,XTT,LT,RUXOLITINIB_72h_XTT_LT,solid,Breast cancer
SK-N-SH_SELUMENTINIB_144h_Resazurin_SM,1.174505452647636,SK-N-SH,SELUMENTINIB,144h,Resazurin,SM,SELUMENTINIB_144h_Resazurin_SM,solid,Neuroblastoma
Kasumi-1_SARACATINIB_72h_Trypan Blue_KI,0.786143902300936,Kasumi-1,SARACATINIB,72h,Trypan Blue,KI,SARACATINIB_72h_Trypan Blue_KI,suspension,Myeloid
K562_FLUOROURACIL_72h_Resazurin_KI,0.6516207696729921,K562,FLUOROURACIL,72h,Resazurin,KI,FLUOROURACIL_72h_Resazurin_KI,suspension,Myeloid
SK-OV-3_5-AZACITIDINE_72h_XTT_LT,1.430461626611533,SK-OV-3,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,other
CEM-SS_IMATINIB_72h_XTT_KI,1.085169468524198,CEM-SS,IMATINIB,72h,XTT,KI,IMATINIB_72h_XTT_KI,suspension,Lymphoblastic
TE-671_GELDANAMYCIN_72h_XTT_LT,1.129703705321225,TE-671,GELDANAMYCIN,72h,XTT,LT,GELDANAMYCIN_72h_XTT_LT,solid,other
786-0_BOSUTINIB_72h_Trypan Blue_AM,0.9403805623030731,786-0,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Renal cancer
Jurkat_DECITABINE_72h_Trypan Blue_KI,0.543730905734174,Jurkat,DECITABINE,72h,Trypan Blue,KI,DECITABINE_72h_Trypan Blue_KI,suspension,Lymphoblastic
SK-N-AS_RAPAMYCIN_144h_Resazurin_SM,0.8186692178071517,SK-N-AS,RAPAMYCIN,144h,Resazurin,SM,RAPAMYCIN_144h_Resazurin_SM,solid,Neuroblastoma
786-0_FLUOROURACIL_72h_XTT_LT,0.9747270309920049,786-0,FLUOROURACIL,72h,XTT,LT,FLUOROURACIL_72h_XTT_LT,solid,Renal cancer
CEM-SS_CABOZANTINIB_72h_Trypan Blue_KI,1.603420985052429,CEM-SS,CABOZANTINIB,72h,Trypan Blue,KI,CABOZANTINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
SK-OV-3_DOXORUBICIN HCL_72h_Hoechst_AM,0.849847026828093,SK-OV-3,DOXORUBICIN HCL,72h,Hoechst,AM,DOXORUBICIN HCL_72h_Hoechst_AM,solid,other
TE-671_VENETOCLAX_72h_XTT_LT,1.100957147222898,TE-671,VENETOCLAX,72h,XTT,LT,VENETOCLAX_72h_XTT_LT,solid,other
HL-60_STAUROSPORINE_72h_Resazurin_KI,0.7863158202743991,HL-60,STAUROSPORINE,72h,Resazurin,KI,STAUROSPORINE_72h_Resazurin_KI,suspension,Myeloid
SK-OV-3_AZD7762_144h_Resazurin_BM,0.8815934036787134,SK-OV-3,AZD7762,144h,Resazurin,BM,AZD7762_144h_Resazurin_BM,solid,other
U251_SARACATINIB_72h_Trypan Blue_LT,1.376369259338418,U251,SARACATINIB,72h,Trypan Blue,LT,SARACATINIB_72h_Trypan Blue_LT,solid,Glioblastoma
SH-SY5Y_STAUROSPORINE_72h_Resazurin_SM,1.382446199901356,SH-SY5Y,STAUROSPORINE,72h,Resazurin,SM,STAUROSPORINE_72h_Resazurin_SM,solid,Neuroblastoma
SK-BR-3_R406_72h_Hoechst_AM,1.518919263435886,SK-BR-3,R406,72h,Hoechst,AM,R406_72h_Hoechst_AM,solid,Breast cancer
786-0_CURCUMIN_72h_XTT_LT,0.9682081931435467,786-0,CURCUMIN,72h,XTT,LT,CURCUMIN_72h_XTT_LT,solid,Renal cancer
HL-60_BAFETINIB_72h_Trypan Blue_KI,0.8539232819469382,HL-60,BAFETINIB,72h,Trypan Blue,KI,BAFETINIB_72h_Trypan Blue_KI,suspension,Myeloid
MV4;11_PANOBINOSTAT_72h_Trypan Blue_KI,0.001479368087116377,MV4;11,PANOBINOSTAT,72h,Trypan Blue,KI,PANOBINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
Kelly_QUIZARTINIB_72h_Trypan Blue_LT,1.355748532644197,Kelly,QUIZARTINIB,72h,Trypan Blue,LT,QUIZARTINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
H1299_ADAVOSERTIB_72h_H2BRuby_AM,0.5030703047578198,H1299,ADAVOSERTIB,72h,H2BRuby,AM,ADAVOSERTIB_72h_H2BRuby_AM,solid,Lung cancer
MCF-7_VINCRISTINE_72h_Resazurin_LT,0.4561751540189511,MCF-7,VINCRISTINE,72h,Resazurin,LT,VINCRISTINE_72h_Resazurin_LT,solid,Breast cancer
THP-1_SUNITINIB_72h_XTT_KI,1.420305517594561,THP-1,SUNITINIB,72h,XTT,KI,SUNITINIB_72h_XTT_KI,suspension,Myeloid
H1299_STAUROSPORINE_72h_XTT_LT,0.7050551418838382,H1299,STAUROSPORINE,72h,XTT,LT,STAUROSPORINE_72h_XTT_LT,solid,Lung cancer
LN-18_JQ1_72h_XTT_LT,1.372724845317377,LN-18,JQ1,72h,XTT,LT,JQ1_72h_XTT_LT,solid,Glioblastoma
SH-SY5Y_ADAVOSERTIB_144h_Resazurin_SM,0.7812648234847067,SH-SY5Y,ADAVOSERTIB,144h,Resazurin,SM,ADAVOSERTIB_144h_Resazurin_SM,solid,Neuroblastoma
786-0_PANOBINOSTAT_72h_XTT_LT,1.414678680487564,786-0,PANOBINOSTAT,72h,XTT,LT,PANOBINOSTAT_72h_XTT_LT,solid,Renal cancer
TE-671_RSL3_72h_XTT_LT,1.453375048463893,TE-671,RSL3,72h,XTT,LT,RSL3_72h_XTT_LT,solid,other
Kasumi-1_RSL3_72h_Trypan Blue_KI,0.1901873896691009,Kasumi-1,RSL3,72h,Trypan Blue,KI,RSL3_72h_Trypan Blue_KI,suspension,Myeloid
SH-SY5Y_ETOPOSIDE_72h_XTT_LT,0.961565929124761,SH-SY5Y,ETOPOSIDE,72h,XTT,LT,ETOPOSIDE_72h_XTT_LT,solid,Neuroblastoma
H1299_GEFITINIB_72h_H2BRuby_AM,1.143636155023185,H1299,GEFITINIB,72h,H2BRuby,AM,GEFITINIB_72h_H2BRuby_AM,solid,Lung cancer
H1299_OLAPARIB_72h_H2BRuby_AM,0.7372865514487267,H1299,OLAPARIB,72h,H2BRuby,AM,OLAPARIB_72h_H2BRuby_AM,solid,Lung cancer
SK-N-AS_PACLITAXEL_72h_Resazurin_SM,0.2806115282616716,SK-N-AS,PACLITAXEL,72h,Resazurin,SM,PACLITAXEL_72h_Resazurin_SM,solid,Neuroblastoma
H1299_TOPOTECAN_144h_Resazurin_BM,0.1327038957972637,H1299,TOPOTECAN,144h,Resazurin,BM,TOPOTECAN_144h_Resazurin_BM,solid,Lung cancer
MV4;11_FLAVOPIRIDOL_72h_Resazurin_KI,0.8634492521127154,MV4;11,FLAVOPIRIDOL,72h,Resazurin,KI,FLAVOPIRIDOL_72h_Resazurin_KI,suspension,Myeloid
THP-1_IMATINIB_72h_Trypan Blue_KI,1.407715696693488,THP-1,IMATINIB,72h,Trypan Blue,KI,IMATINIB_72h_Trypan Blue_KI,suspension,Myeloid
UKE-1_DECITABINE_72h_Trypan Blue_KI,1.433966548989063,UKE-1,DECITABINE,72h,Trypan Blue,KI,DECITABINE_72h_Trypan Blue_KI,suspension,Myeloid
SK-OV-3_VENETOCLAX_72h_XTT_LT,0.2561648026011821,SK-OV-3,VENETOCLAX,72h,XTT,LT,VENETOCLAX_72h_XTT_LT,solid,other
SK-N-AS_ETOPOSIDE_72h_Resazurin_SM,1.631476518914273,SK-N-AS,ETOPOSIDE,72h,Resazurin,SM,ETOPOSIDE_72h_Resazurin_SM,solid,Neuroblastoma
K562_ENTINOSTAT_72h_Resazurin_KI,1.185261086502269,K562,ENTINOSTAT,72h,Resazurin,KI,ENTINOSTAT_72h_Resazurin_KI,suspension,Myeloid
MV4;11_BELINOSTAT_72h_Resazurin_KI,2.090412010621584,MV4;11,BELINOSTAT,72h,Resazurin,KI,BELINOSTAT_72h_Resazurin_KI,suspension,Myeloid
SH-SY5Y_OLAPARIB_144h_Resazurin_SM,0.8344268533090845,SH-SY5Y,OLAPARIB,144h,Resazurin,SM,OLAPARIB_144h_Resazurin_SM,solid,Neuroblastoma
THP-1_RSL3_72h_Trypan Blue_KI,1.159441952943738,THP-1,RSL3,72h,Trypan Blue,KI,RSL3_72h_Trypan Blue_KI,suspension,Myeloid
HepG2_SARACATINIB_72h_Hoechst_AM,0.9343425992124162,HepG2,SARACATINIB,72h,Hoechst,AM,SARACATINIB_72h_Hoechst_AM,solid,other
SK-OV-3_5-AZACITIDINE_72h_Trypan Blue_AM,1.212002556625362,SK-OV-3,5-AZACITIDINE,72h,Trypan Blue,AM,5-AZACITIDINE_72h_Trypan Blue_AM,solid,other
A549_DAUNORUBICIN_72h_Resazurin_LT,0.2250396573175834,A549,DAUNORUBICIN,72h,Resazurin,LT,DAUNORUBICIN_72h_Resazurin_LT,solid,Lung cancer
HL-60_RAPAMYCIN_72h_XTT_KI,1.152826273221636,HL-60,RAPAMYCIN,72h,XTT,KI,RAPAMYCIN_72h_XTT_KI,suspension,Myeloid
MCF-7_BOSUTINIB_72h_Trypan Blue_AM,1.129505339086926,MCF-7,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Breast cancer
SW-620_PRT062607_72h_Hoechst_AM,0.3120509732518051,SW-620,PRT062607,72h,Hoechst,AM,PRT062607_72h_Hoechst_AM,solid,Colon cancer
Kasumi-1_RUXOLITINIB_72h_Trypan Blue_KI,0.8270298752035851,Kasumi-1,RUXOLITINIB,72h,Trypan Blue,KI,RUXOLITINIB_72h_Trypan Blue_KI,suspension,Myeloid
SH-SY5Y_GEFITINIB_72h_Hoechst_AM,0.7163152515302161,SH-SY5Y,GEFITINIB,72h,Hoechst,AM,GEFITINIB_72h_Hoechst_AM,solid,Neuroblastoma
HL-60_5-AZACITIDINE_72h_XTT_KI,0.4329083298285125,HL-60,5-AZACITIDINE,72h,XTT,KI,5-AZACITIDINE_72h_XTT_KI,suspension,Myeloid
SK-OV-3_SPERMIDINE_72h_XTT_LT,1.396528771628524,SK-OV-3,SPERMIDINE,72h,XTT,LT,SPERMIDINE_72h_XTT_LT,solid,other
LN-18_BI2536_144h_Resazurin_BM,1.672990024821309,LN-18,BI2536,144h,Resazurin,BM,BI2536_144h_Resazurin_BM,solid,Glioblastoma
MV4;11_RETINOIC ACID_72h_Resazurin_KI,1.156433203770088,MV4;11,RETINOIC ACID,72h,Resazurin,KI,RETINOIC ACID_72h_Resazurin_KI,suspension,Myeloid
SK-BR-3_ALISERTIB_72h_XTT_LT,1.975171463499446,SK-BR-3,ALISERTIB,72h,XTT,LT,ALISERTIB_72h_XTT_LT,solid,Breast cancer
A549_BI2536_72h_Resazurin_LT,1.131314936054106,A549,BI2536,72h,Resazurin,LT,BI2536_72h_Resazurin_LT,solid,Lung cancer
U937_ENTINOSTAT_72h_Trypan Blue_KI,1.291378370217062,U937,ENTINOSTAT,72h,Trypan Blue,KI,ENTINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
THP-1_VENETOCLAX_72h_XTT_KI,1.243582497291369,THP-1,VENETOCLAX,72h,XTT,KI,VENETOCLAX_72h_XTT_KI,suspension,Myeloid
BT-474_DASATINIB_72h_Hoechst_AM,1.467061292348527,BT-474,DASATINIB,72h,Hoechst,AM,DASATINIB_72h_Hoechst_AM,solid,Breast cancer
SiHa_5-AZACITIDINE_72h_XTT_LT,1.806515336344093,SiHa,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,Cervix cancer
MV4;11_VENETOCLAX_72h_Trypan Blue_KI,0.8670171254570818,MV4;11,VENETOCLAX,72h,Trypan Blue,KI,VENETOCLAX_72h_Trypan Blue_KI,suspension,Myeloid
HL-60_RUXOLITINIB_72h_Trypan Blue_KI,1.088762654517518,HL-60,RUXOLITINIB,72h,Trypan Blue,KI,RUXOLITINIB_72h_Trypan Blue_KI,suspension,Myeloid
MV4;11_5-AZACITIDINE_72h_XTT_KI,1.150104711478462,MV4;11,5-AZACITIDINE,72h,XTT,KI,5-AZACITIDINE_72h_XTT_KI,suspension,Myeloid
TE671_QUIZARTINIB_72h_Trypan Blue_LT,0.8246231106109119,TE671,QUIZARTINIB,72h,Trypan Blue,LT,QUIZARTINIB_72h_Trypan Blue_LT,,
SK-OV-3_LONAFARNIB_72h_XTT_LT,0.9804979257397171,SK-OV-3,LONAFARNIB,72h,XTT,LT,LONAFARNIB_72h_XTT_LT,solid,other
SH-SY5Y_DOXORUBICIN HCL_72h_Hoechst_AM,0.8422617602223064,SH-SY5Y,DOXORUBICIN HCL,72h,Hoechst,AM,DOXORUBICIN HCL_72h_Hoechst_AM,solid,Neuroblastoma
SH-SY5Y_STAUROSPORINE_144h_Resazurin_SM,1.173723097902162,SH-SY5Y,STAUROSPORINE,144h,Resazurin,SM,STAUROSPORINE_144h_Resazurin_SM,solid,Neuroblastoma
LN-18_DASATINIB_72h_H2BRuby_AM,0.8189032878248331,LN-18,DASATINIB,72h,H2BRuby,AM,DASATINIB_72h_H2BRuby_AM,solid,Glioblastoma
THP-1_LAROTRECTINIB_72h_Trypan Blue_KI,1.281668184458842,THP-1,LAROTRECTINIB,72h,Trypan Blue,KI,LAROTRECTINIB_72h_Trypan Blue_KI,suspension,Myeloid
SK-N-AS_RUXOLITINIB_72h_Resazurin_SM,1.148601589840691,SK-N-AS,RUXOLITINIB,72h,Resazurin,SM,RUXOLITINIB_72h_Resazurin_SM,solid,Neuroblastoma
H1299_PANOBINOSTAT_72h_H2BRuby_AM,1.07101427949979,H1299,PANOBINOSTAT,72h,H2BRuby,AM,PANOBINOSTAT_72h_H2BRuby_AM,solid,Lung cancer
H1299_ETOPOSIDE_72h_Hoechst_AM,0.9289458781558253,H1299,ETOPOSIDE,72h,Hoechst,AM,ETOPOSIDE_72h_Hoechst_AM,solid,Lung cancer
SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,0.7662045395470561,SH-SY5Y,BAFETINIB,72h,Trypan Blue,LT,BAFETINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
SK-N-AS_STAUROSPORINE_144h_Resazurin_SM,0.8863055290238436,SK-N-AS,STAUROSPORINE,144h,Resazurin,SM,STAUROSPORINE_144h_Resazurin_SM,solid,Neuroblastoma
786-0_ADAVOSERTIB_72h_XTT_LT,1.042785775817111,786-0,ADAVOSERTIB,72h,XTT,LT,ADAVOSERTIB_72h_XTT_LT,solid,Renal cancer
MV4;11_SELUMENTINIB_72h_XTT_KI,1.280284803521889,MV4;11,SELUMENTINIB,72h,XTT,KI,SELUMENTINIB_72h_XTT_KI,suspension,Myeloid
SH-SY5Y_PANOBINOSTAT_72h_H2BRuby_AM,1.332573375521021,SH-SY5Y,PANOBINOSTAT,72h,H2BRuby,AM,PANOBINOSTAT_72h_H2BRuby_AM,solid,Neuroblastoma
A549_JQ1_72h_Resazurin_LT,0.5460945893223818,A549,JQ1,72h,Resazurin,LT,JQ1_72h_Resazurin_LT,solid,Lung cancer
THP-1_PANOBINOSTAT_72h_Trypan Blue_KI,0.1192901010251465,THP-1,PANOBINOSTAT,72h,Trypan Blue,KI,PANOBINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,0.9719994747746309,SK-BR-3,SARACATINIB,72h,Trypan Blue,LT,SARACATINIB_72h_Trypan Blue_LT,solid,Breast cancer
LN-18_DASATINIB_72h_Trypan Blue_AM,0.7992567205152667,LN-18,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Glioblastoma
K562_QUIZARTINIB_72h_Trypan Blue_KI,0.1330490627433229,K562,QUIZARTINIB,72h,Trypan Blue,KI,QUIZARTINIB_72h_Trypan Blue_KI,suspension,Myeloid
SK-OV-3_DIGITOXIGENIN_72h_XTT_LT,1.333630177762842,SK-OV-3,DIGITOXIGENIN,72h,XTT,LT,DIGITOXIGENIN_72h_XTT_LT,solid,other
SK-N-SH_RUXOLITINIB_144h_Resazurin_SM,0.9982582558631053,SK-N-SH,RUXOLITINIB,144h,Resazurin,SM,RUXOLITINIB_144h_Resazurin_SM,solid,Neuroblastoma
SH-SY5Y_ETOPOSIDE_72h_H2BRuby_AM,0.4063412635560567,SH-SY5Y,ETOPOSIDE,72h,H2BRuby,AM,ETOPOSIDE_72h_H2BRuby_AM,solid,Neuroblastoma
SK-OV-3_FLAVOPIRIDOL_144h_Resazurin_BM,1.085441499686463,SK-OV-3,FLAVOPIRIDOL,144h,Resazurin,BM,FLAVOPIRIDOL_144h_Resazurin_BM,solid,other
LN-18_TOZASERTIB_144h_Resazurin_BM,1.506822315114301,LN-18,TOZASERTIB,144h,Resazurin,BM,TOZASERTIB_144h_Resazurin_BM,solid,Glioblastoma
HCT-116_LANRAPLENIB_72h_Hoechst_AM,1.126713651781336,HCT-116,LANRAPLENIB,72h,Hoechst,AM,LANRAPLENIB_72h_Hoechst_AM,solid,Colon cancer
SK-BR-3_JQ1_72h_XTT_LT,1.510432146102049,SK-BR-3,JQ1,72h,XTT,LT,JQ1_72h_XTT_LT,solid,Breast cancer
MCF-7_JQ1_72h_Resazurin_LT,0.6885956236627238,MCF-7,JQ1,72h,Resazurin,LT,JQ1_72h_Resazurin_LT,solid,Breast cancer
Jurkat_THZ1_72h_XTT_KI,0.9636052642989115,Jurkat,THZ1,72h,XTT,KI,THZ1_72h_XTT_KI,suspension,Lymphoblastic
TE-671_PIM447_72h_XTT_LT,1.36268491457452,TE-671,PIM447,72h,XTT,LT,PIM447_72h_XTT_LT,solid,other
H1299_FLAVOPIRIDOL_144h_Resazurin_BM,1.02972312099895,H1299,FLAVOPIRIDOL,144h,Resazurin,BM,FLAVOPIRIDOL_144h_Resazurin_BM,solid,Lung cancer
TE-671_PANOBINOSTAT_72h_XTT_LT,0.7049769449995916,TE-671,PANOBINOSTAT,72h,XTT,LT,PANOBINOSTAT_72h_XTT_LT,solid,other
H1299_CABOZANTINIB_72h_XTT_LT,0.5698110970134675,H1299,CABOZANTINIB,72h,XTT,LT,CABOZANTINIB_72h_XTT_LT,solid,Lung cancer
H1299_DACTOLISIB_72h_XTT_LT,0.7977524177356738,H1299,DACTOLISIB,72h,XTT,LT,DACTOLISIB_72h_XTT_LT,solid,Lung cancer
HepG2_DASATINIB_72h_Hoechst_AM,1.247777855319127,HepG2,DASATINIB,72h,Hoechst,AM,DASATINIB_72h_Hoechst_AM,solid,other
LN-18_GEFITINIB_72h_XTT_LT,1.088499676599207,LN-18,GEFITINIB,72h,XTT,LT,GEFITINIB_72h_XTT_LT,solid,Glioblastoma
LN-18_ETOPOSIDE_72h_XTT_LT,1.373889051182204,LN-18,ETOPOSIDE,72h,XTT,LT,ETOPOSIDE_72h_XTT_LT,solid,Glioblastoma
Kelly_R406_72h_Trypan Blue_LT,1.008538086701036,Kelly,R406,72h,Trypan Blue,LT,R406_72h_Trypan Blue_LT,solid,Neuroblastoma
Kasumi-1_SUNITINIB_72h_XTT_KI,0.3306898186427936,Kasumi-1,SUNITINIB,72h,XTT,KI,SUNITINIB_72h_XTT_KI,suspension,Myeloid
HL-60_ALPELISIB_72h_Resazurin_KI,0.7257606129633563,HL-60,ALPELISIB,72h,Resazurin,KI,ALPELISIB_72h_Resazurin_KI,suspension,Myeloid
LAN-1_BOSUTINIB_72h_Trypan Blue_LT,0.9734953085625451,LAN-1,BOSUTINIB,72h,Trypan Blue,LT,BOSUTINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
SH-SY5Y_SORAFENIB_72h_Resazurin_SM,0.6929227478978478,SH-SY5Y,SORAFENIB,72h,Resazurin,SM,SORAFENIB_72h_Resazurin_SM,solid,Neuroblastoma
SK-N-SH_RAPAMYCIN_72h_Resazurin_SM,1.120720628136286,SK-N-SH,RAPAMYCIN,72h,Resazurin,SM,RAPAMYCIN_72h_Resazurin_SM,solid,Neuroblastoma
MCF-7_DASATINIB_72h_Trypan Blue_AM,1.286967322149137,MCF-7,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Breast cancer
786-0_PACLITAXEL_72h_XTT_LT,1.064506650808935,786-0,PACLITAXEL,72h,XTT,LT,PACLITAXEL_72h_XTT_LT,solid,Renal cancer
K562_RSL3_72h_Trypan Blue_KI,1.666935582710244,K562,RSL3,72h,Trypan Blue,KI,RSL3_72h_Trypan Blue_KI,suspension,Myeloid
SK-N-AS_JQ1_144h_Resazurin_SM,0.8146248618526086,SK-N-AS,JQ1,144h,Resazurin,SM,JQ1_144h_Resazurin_SM,solid,Neuroblastoma
SiHa_RSL3_72h_XTT_LT,1.985349106373136,SiHa,RSL3,72h,XTT,LT,RSL3_72h_XTT_LT,solid,Cervix cancer
THP-1_THZ1_72h_XTT_KI,0.8548985407797727,THP-1,THZ1,72h,XTT,KI,THZ1_72h_XTT_KI,suspension,Myeloid
MV4;11_DASATINIB_72h_Trypan Blue_KI,1.246508630421602,MV4;11,DASATINIB,72h,Trypan Blue,KI,DASATINIB_72h_Trypan Blue_KI,suspension,Myeloid
SK-N-SH_VORINOSTAT_72h_Resazurin_SM,0.4517314570871083,SK-N-SH,VORINOSTAT,72h,Resazurin,SM,VORINOSTAT_72h_Resazurin_SM,solid,Neuroblastoma
MV4;11_DECITABINE_72h_Resazurin_KI,2.429201190440274,MV4;11,DECITABINE,72h,Resazurin,KI,DECITABINE_72h_Resazurin_KI,suspension,Myeloid
SW-620_LANRAPLENIB_72h_Hoechst_AM,0.730500851311463,SW-620,LANRAPLENIB,72h,Hoechst,AM,LANRAPLENIB_72h_Hoechst_AM,solid,Colon cancer
Kelly_DACTOLISIB_144h_Resazurin_SM,1.147354488012157,Kelly,DACTOLISIB,144h,Resazurin,SM,DACTOLISIB_144h_Resazurin_SM,solid,Neuroblastoma
Jurkat_VENETOCLAX_72h_XTT_KI,1.352735616692172,Jurkat,VENETOCLAX,72h,XTT,KI,VENETOCLAX_72h_XTT_KI,suspension,Lymphoblastic
TE-671_CABOZANTINIB_72h_XTT_LT,0.4878854488305104,TE-671,CABOZANTINIB,72h,XTT,LT,CABOZANTINIB_72h_XTT_LT,solid,other
SiHa_DIGOXIN_72h_XTT_LT,1.265728947090912,SiHa,DIGOXIN,72h,XTT,LT,DIGOXIN_72h_XTT_LT,solid,Cervix cancer
U937_ULIXERTINIB_72h_Trypan Blue_KI,0.7867949087342203,U937,ULIXERTINIB,72h,Trypan Blue,KI,ULIXERTINIB_72h_Trypan Blue_KI,suspension,Myeloid
Jurkat_PIM447_72h_XTT_KI,0.9171698102664905,Jurkat,PIM447,72h,XTT,KI,PIM447_72h_XTT_KI,suspension,Lymphoblastic
TE671_DASATINIB_72h_Trypan Blue_LT,0.8800956731784718,TE671,DASATINIB,72h,Trypan Blue,LT,DASATINIB_72h_Trypan Blue_LT,,
H1299_DINACICLIB_144h_Resazurin_BM,0.7822590908773492,H1299,DINACICLIB,144h,Resazurin,BM,DINACICLIB_144h_Resazurin_BM,solid,Lung cancer
THP-1_IMATINIB_72h_XTT_KI,1.359367964500014,THP-1,IMATINIB,72h,XTT,KI,IMATINIB_72h_XTT_KI,suspension,Myeloid
SK-OV-3_GEFITINIB_72h_Trypan Blue_AM,0.8664559596732526,SK-OV-3,GEFITINIB,72h,Trypan Blue,AM,GEFITINIB_72h_Trypan Blue_AM,solid,other
SH-SY5Y_AXITINIB_72h_XTT_LT,0.4171693743399876,SH-SY5Y,AXITINIB,72h,XTT,LT,AXITINIB_72h_XTT_LT,solid,Neuroblastoma
SH-SY5Y_ETOPOSIDE_72h_Hoechst_AM,0.3878467766935717,SH-SY5Y,ETOPOSIDE,72h,Hoechst,AM,ETOPOSIDE_72h_Hoechst_AM,solid,Neuroblastoma
H1299_ALISERTIB_72h_H2BRuby_AM,0.8612912284987103,H1299,ALISERTIB,72h,H2BRuby,AM,ALISERTIB_72h_H2BRuby_AM,solid,Lung cancer
SH-SY5Y_VINCRISTINE_72h_XTT_LT,1.039498639015348,SH-SY5Y,VINCRISTINE,72h,XTT,LT,VINCRISTINE_72h_XTT_LT,solid,Neuroblastoma
HCT-116_VINCRISTINE_72h_XTT_LT,1.652926118444684,HCT-116,VINCRISTINE,72h,XTT,LT,VINCRISTINE_72h_XTT_LT,solid,Colon cancer
A549_DOXORUBICIN HCL_72h_Resazurin_LT,0.6676342709767308,A549,DOXORUBICIN HCL,72h,Resazurin,LT,DOXORUBICIN HCL_72h_Resazurin_LT,solid,Lung cancer
SK-N-AS_BELINOSTAT_72h_Resazurin_SM,0.7057439436926892,SK-N-AS,BELINOSTAT,72h,Resazurin,SM,BELINOSTAT_72h_Resazurin_SM,solid,Neuroblastoma
SH-SY5Y_DOXORUBICIN HCL_72h_XTT_LT,1.419385879254843,SH-SY5Y,DOXORUBICIN HCL,72h,XTT,LT,DOXORUBICIN HCL_72h_XTT_LT,solid,Neuroblastoma
K562_PANOBINOSTAT_72h_Trypan Blue_KI,0.2076703395368018,K562,PANOBINOSTAT,72h,Trypan Blue,KI,PANOBINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
786-0_SARACATINIB_72h_Trypan Blue_AM,0.8818754709533868,786-0,SARACATINIB,72h,Trypan Blue,AM,SARACATINIB_72h_Trypan Blue_AM,solid,Renal cancer
HL-60_CABOZANTINIB_72h_Trypan Blue_KI,1.608146134015828,HL-60,CABOZANTINIB,72h,Trypan Blue,KI,CABOZANTINIB_72h_Trypan Blue_KI,suspension,Myeloid
MV4;11_DINACICLIB_72h_Resazurin_KI,1.165448756854623,MV4;11,DINACICLIB,72h,Resazurin,KI,DINACICLIB_72h_Resazurin_KI,suspension,Myeloid
K562_NIGERICIN_72h_Resazurin_KI,0.1852016563927174,K562,NIGERICIN,72h,Resazurin,KI,NIGERICIN_72h_Resazurin_KI,suspension,Myeloid
SH-SY5Y_JQ1_72h_XTT_LT,0.4497301499499405,SH-SY5Y,JQ1,72h,XTT,LT,JQ1_72h_XTT_LT,solid,Neuroblastoma
SK-N-SH_VENETOCLAX_144h_Resazurin_SM,0.9997404518419523,SK-N-SH,VENETOCLAX,144h,Resazurin,SM,VENETOCLAX_144h_Resazurin_SM,solid,Neuroblastoma
HCT-116_RUXOLITINIB_72h_XTT_LT,1.488745314654856,HCT-116,RUXOLITINIB,72h,XTT,LT,RUXOLITINIB_72h_XTT_LT,solid,Colon cancer
LN-18_FLAVOPIRIDOL_144h_Resazurin_BM,0.8848353793145863,LN-18,FLAVOPIRIDOL,144h,Resazurin,BM,FLAVOPIRIDOL_144h_Resazurin_BM,solid,Glioblastoma
SK-OV-3_PD0325901_72h_XTT_LT,1.639965770073888,SK-OV-3,PD0325901,72h,XTT,LT,PD0325901_72h_XTT_LT,solid,other
MV4;11_17-DMAG_72h_Resazurin_KI,0.5608292677442537,MV4;11,17-DMAG,72h,Resazurin,KI,17-DMAG_72h_Resazurin_KI,suspension,Myeloid
H1299_GEFITINIB_72h_Hoechst_AM,1.067849437454999,H1299,GEFITINIB,72h,Hoechst,AM,GEFITINIB_72h_Hoechst_AM,solid,Lung cancer
